Id;Name;Name Short;Nick Name;Abbreviation;Nation;Division;Last Division;Reserve Division;Reputation;Year Founded;Cash;Player Budget;Attendance;Min Attendance;Max Attendance;Stadium;Practice Facilities;Foreground Colour 1;Background Colour 1;Trim Colour 1;Foreground Colour 2;Background Colour 2;Trim Colour 2;Foreground Colour 3;Background Colour 3;Trim Colour 3;Favourite Staff 1;Favourite Staff 2;Favourite Staff 3;Disliked Staff 1;Disliked Staff 2;Disliked Staff 3;Rival 1;Rival 2;Rival 3;
3553;Invicta Mustangs;Invicta (NIHL-2);Mustangs;INM;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL South 2;500;0;0;0;400;75;5590;Gillingham Ice Bowl;Gillingham Ice Bowl;White;Blue Navy;Blue 5;Blue Navy;Blue 5;White;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3554;Blackburn Eagles;Blackburn E.;Eagles;BBE;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL North 2;500;0;0;0;250;75;5945;Blackburn Arena;Blackburn Arena;NHL? Burgundy;White;Grey 1;White;NHL? Burgundy;Grey 1;---;---;---;---;---;---;---;---;---;---;---;---;
3555;Sutton Sting;Sutton;Sting;SUT;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL North 1;500;0;0;0;250;75;5126;---;---;Black;Yellow 2;White;Yellow 2;Black;White;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3556;Telford Tigers (NIHL);Telford (NIHL);Tigers;TET;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL North 2;500;0;0;0;250;75;5306;Telford Ice Rink;Telford Ice Rink;Orange 1;White;Black;Black;Orange 1;White;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3557;Manchester Minotaurs;Manchester (NIHL);Minotaurs;MAM;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL North 1;500;0;0;0;200;75;5265;Altrincham Ice Dome;Altrincham Ice Dome;Red 1;White;Black;Purple 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3558;Wightlink Tigers;Wightlink (NIHL-2);Tigers;WIT;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL South 2;500;2006;0;0;250;75;5321;Ryde Arena;Ryde Arena;Orange 1;White;Black;White;Orange 1;Black;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3559;Portland Winter Hawks;Portland Winter Hawks;---;POR;---;---;WHL;---;1;0;0;0;250;75;5379;---;---;Black;Black;White;Black;Black;Black;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3560;Steinbach Pistons;Steinbach;---;STE;Canada;MJHL;---;MJHL Addison;2063;0;0;33750;1000;400;5391;---;---;White;Blue 2;Black;Blue 2;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3561;Orangeville Jr. Flyers;Orangeville;Flyers;ORA;Canada;OPJHL;---;OPJAHL North;2000;0;0;33750;1000;400;5329;Alder Street Recreation Facility;Alder Street Recreation Facility;White;Orange 1;Black;Orange 1;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3562;Sainte-Agathe Montagnards;Sainte-Agathe;---;STA;Canada;QJHL;---;Quebec Junior AAA Ferland ;1996;2008;0;33750;1000;400;5619;---;---;Red 1;Green 2;White;Green 2;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3563;South Shore Lumberjacks;South Shore;---;SSH;Canada;MJAHL;---;Maritime League Bent Divis;2000;0;0;33750;1000;400;5605;Bridgewater Ice Hall;Bridgewater Ice Hall;White;Blue Navy Dark;Red 1;Red 1;White;Blue Navy Dark;---;---;---;---;---;---;---;---;---;---;---;---;
3564;Trenton Golden Hawks;Trenton;---;TRE;Canada;OPJHL;---;OPJAHL East;2000;0;0;33750;1000;400;5356;Trenton Community Gardens;Trenton Community Gardens;White;Black;Yellow 1;Black;White;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3565;Fort Frances Lakers;Fort Frances;---;FF;Canada;SIJHL;---;SIJHL;1590;0;0;33750;562;225;5100;Fort Frances Ice Hall;Fort Frances Ice Hall;Red 1;Black;White;Red 1;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3566;LaSalle Vipers;LaSalle;---;LAS;Canada;GOJHL;---;GOJHL Western;1498;0;0;37500;562;225;5921;---;---;Olive;Black;White;Olive;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3567;Lambton Shores Predators;Lambton Shores;---;LAM;Canada;GOJHL;---;GOJHL Western;1499;0;0;37500;562;225;5703;---;---;Red 1;Black;White;Black;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3568;Andover;Andover;---;AND;United States;HS-MA;---;HS-MA;1500;0;0;37500;562;225;5294;---;---;White;Blue Navy;NHL? Red 3;Blue Navy;White;NHL? Red 3;---;---;---;---;---;---;---;---;---;---;---;---;
3569;Bofors IK J20;Bofors J20;Bobcats;BIK;Sweden;J20 Lower;---;J20 Lower;1000;1943;0;37500;250;100;6360;Nobelhallen;Nobelhallen;White;Blue 1;Red 1;Blue 1;White;White;---;---;---;---;---;---;---;---;---;---;---;---;
3570;Oklahoma City Barons;Oklahoma City;Barons;OKC;United States;AHL;---;AHL West Division;5422;0;0;224857;12183;3969;13399;Cox Convention Center;Cox Convention Center;NHL? Blue 1;NHL? Blue 1;NHL? Copper;NHL? Copper;White;NHL? Blue 1;---;---;---;---;---;---;---;---;---;Peoria Rivermen;---;---;
3571;Paul Martin Chiefs;Chiefs;Chiefs;PM;Sweden;Lower Divisions;---;Lower Divisions;1800;2008;0;0;810;324;5836;---;---;White;Blue 2;Yellow 1;Blue 2;White;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3572;Albany Devils;Albany;Devils;ALB;United States;AHL;AHL;AHL Northeast Division;5809;2010;0;380521;13411;3969;13941;Times Union Center;Times Union Center;Black;Red 1;White;Black;White;Red 1;---;---;---;---;---;---;Dion Proulx;---;---;---;---;---;
3573;Chicago Express;Chicago;Express;CHI;---;---;ECHL;---;4000;0;0;0;4000;1600;9400;Sears Centre Arena;Sears Centre Arena;Grey 1;Blue Navy Dark;White;Blue Navy Dark;White;Grey 1;Black;Black;Black;---;---;---;---;---;---;---;---;---;
3574;Greenville Road Warriors;Greenville;Road Warriors;GRV;United States;ECHL;---;ECHL East Division;3500;2010;0;368550;6719;1225;7044;Bon Secours Wellness Arena;Bon Secours Wellness Arena;White;Blue Navy Dark;NHL? Copper;Blue Navy Dark;White;NHL? Copper;---;---;---;Alphonse Patard;Miles Restoule;---;---;---;---;---;---;---;
3575;Augusta Riverhawks;Augusta;Riverhawks;AUG;---;---;SPHL;---;1;0;0;0;250;75;5982;---;---;White;Red 1;Blue 1;Red 1;White;Blue 1;Black;White;White;---;---;---;---;---;---;---;---;---;
3576;Braehead Clan;Braehead;Clan;BRA;Great Britain;Elite League;SNL;Elite League;4321;2006;0;1200000;850;800;1700;Braehead Arena;Braehead Arena;White;Purple 2;Grey 1;Purple 2;White;Grey 1;Black;White;White;---;---;---;---;---;---;Edinburgh Capitals;Dundee Stars;Fife Flyers;
3577;Rio Grande Valley Killer Bees;Rio Grande Valley;Bees;RGV;United States;NAHL;---;NAHL South;2610;0;0;33750;1822;729;5228;---;---;Blue 1;White;Black;White;Blue 1;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3578;Kelowna Chiefs;Kelowna;---;KEL;Canada;KIJHL;---;KIJHL Okanagan;1798;0;0;33750;810;324;5481;---;---;Black;NHL? Red 3;White;NHL? Red 3;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3579;Wenatchee Wild;Wenatchee;---;WEN;Canada;NAHL;---;NAHL South;2103;0;0;33750;1822;729;5098;---;---;Black;Green 4;Black;Green 4;Black;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3580;Kenai River Brown Bears;Kenai River;Bears;KEN;United States;NAHL;---;NAHL Midwest;2604;0;0;33750;1822;729;5624;---;---;Green 2;White;Red 1;Red 1;Green 2;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3581;Amarillo Bulls;Amarillo;---;AMA;United States;NAHL;---;NAHL South;2594;0;0;33750;1822;729;5847;Amarillo Civic Center;Amarillo Civic Center;Red 1;Gold Nashville;Blue Navy;Blue Navy;Red 1;Gold Nashville;---;---;---;---;---;---;---;---;---;---;---;---;
3582;Janesville Jets;Janesville;Jets;JAN;United States;NAHL;---;NAHL North;2645;0;0;33750;1822;729;5426;Janesville Ice Arena;Janesville Ice Arena;Blue Navy;White;Gold;Maroon;Blue Navy;Gold;---;---;---;---;---;---;---;---;---;---;---;---;
3583;Keystone Ice Miners;Keystone;---;KEY;United States;NAHL;---;NAHL North;2568;0;0;33750;1822;729;5960;---;---;Black;White;Blue 1;Black;Blue 1;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3584;Aberdeen Wings;Aberdeen;---;ABE;United States;NAHL;---;NAHL Central;2592;0;0;33750;1822;729;5535;---;---;Red 1;White;Black;Black;Red 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3585;Austin Bruins;Austin;---;AUS;United States;NAHL;---;NAHL Central;2564;0;0;33750;1822;729;5618;Rivers Place;Rivers Place;Black;White;Gold;Gold;Black;Brown 1;---;---;---;---;---;---;---;---;---;---;---;---;
3586;Watertown Wolves;Watertown;---;WAT;United States;FHL;FHL;FHL;2019;0;0;90000;810;324;5264;---;---;Black;White;Red 1;Red 1;Black;NHL? Metallic Silver;---;---;---;---;---;---;---;---;---;---;---;---;
3587;Michigan Warriors;Michigan;Warriors;MIC;United States;NAHL;---;NAHL North;2640;0;0;33750;1822;729;5398;Perani's Arena and Event Center;Perani's Arena and Event Center;Blue Navy;White;Red 1;Red 1;Blue Navy;NHL? Silver Flat;---;---;---;---;---;---;---;---;---;---;---;---;
3588;Icefighters Leipzig;Leipzig;---;IFL;Germany;Oberliga;---;Oberliga;500;0;0;40000;250;75;5103;Ice-Arena Alte Messe;Ice-Arena Alte Messe;NHL? Light Blue 2;Black;White;NHL? Light Blue 2;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3589;EV Füssen Juniors;Füssen Jrs;---;FÜS;Germany;Nachwuchs Liga;---;Nachwuchs Liga;1796;0;0;37500;810;324;5253;Bundesleistungszentrum;Bundesleistungszentrum;Black;Black;Yellow 1;Black;White;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3590;Sheffield Senators;Sheffield (NIHL-2);Senators;SSE;Great Britain;National Ice Hockey League;National Ice Hockey League;NIHL North 2;900;0;0;0;250;81;5772;---;---;Red 2;White;Green 2;Green 2;Red 2;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3591;Philadelphia Revolution;Philadelphia;Revolution;PHI;United States;EJHL;---;EJHL South;2247;0;0;33750;1265;506;5558;---;---;Red 1;White;Black;White;Red 1;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3592;MHC Olimpiya Kirovo-Chepetsk;MHC Olimpiya;---;OLI;Russia;MHL;---;MHL;4043;2010;0;37500;4100;1640;8230;---;---;Blue 2;Green 1;White;Blue 2;White;Green 1;---;---;---;---;---;---;---;---;---;---;---;---;
3593;Serebryanye Lvy St. Petersburg;Serebryanye Lvy;---;SER;Russia;MHL;---;MHL;4035;2010;0;37500;4100;1640;8346;---;---;Blue 3;Blue 3;White;White;White;Blue 3;---;---;---;---;---;---;---;---;---;---;---;---;
3594;Amity;Amity;---;AMI;United States;HS-CT;---;HS-CT;1500;0;0;37500;562;225;5848;---;---;White;Black;Black;Black;White;White;---;---;---;---;---;---;---;---;---;---;---;---;
3595;Greater Vancouver Canadians;Greater Vancouver;Canadians;GV;Canada;BCMML;---;BCMML;885;0;0;33750;250;81;5968;---;---;Red 1;White;Blue 1;White;Red 1;Blue 1;---;---;---;---;---;---;---;---;---;---;---;---;
3596;Fraser Valley Thunderbirds;Fraser Valley;T-birds;FV;Canada;BCMML;---;BCMML;873;0;0;33750;250;81;5063;---;---;Black;White;Gold;Black;Black;Gold;---;---;---;---;---;---;---;---;---;---;---;---;
3597;Kootenay Midget Ice;Kootenay Mdg;Ice;KTN;Canada;BCMML;---;BCMML;889;0;0;33750;250;81;5849;---;---;Black;White;Blue 2;White;Black;Blue 3;---;---;---;---;---;---;---;---;---;---;---;---;
3598;Blaine;Blaine;---;BLA;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5810;---;---;White;NHL? Metallic Copper;Black;NHL? Metallic Copper;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3599;Burnsville;Burnsville;---;BUR;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5425;---;---;White;NHL? Copper Flat;White;NHL? Copper Flat;White;White;---;---;---;---;---;---;---;---;---;---;---;---;
3600;Detroit Lakes;Detroit Lakes;---;DL;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5187;---;---;White;NHL? Metallic Gold;Red 1;NHL? Metallic Gold;White;Red 1;---;---;---;---;---;---;---;---;---;---;---;---;
3601;Duluth Marshall;Duluth Marshall;---;DM;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5051;---;---;White;NHL? Purple 2;Orange 1;NHL? Purple 2;White;Orange 1;---;---;---;---;---;---;---;---;---;---;---;---;
3602;Eagan;Eagan;---;EAG;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5080;---;---;White;NHL? Red 3;Orange 2;NHL? Red 3;White;Orange 2;---;---;---;---;---;---;---;---;---;---;---;---;
3603;Eastview;Eastview;---;EAS;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5608;---;---;White;NHL? Wheat;Green 1;NHL? Wheat;White;Green 1;---;---;---;---;---;---;---;---;---;---;---;---;
3604;Edina;Edina;---;EDI;United States;HS-MN;---;HS-MN;1999;0;0;37500;1000;400;5664;---;---;White;NHL? Gold 3;Black;NHL? Gold 3;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3605;Hibbing;Hibbing;---;HIB;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5732;---;---;White;NHL? Blue 4;Green 2;NHL? Blue 4;White;Green 2;---;---;---;---;---;---;---;---;---;---;---;---;
3606;Lakeville North;Lakeville North;---;LN;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5162;---;---;White;NHL? Steel;Blue 1;NHL? Steel;White;Blue 1;---;---;---;---;---;---;---;---;---;---;---;---;
3607;Little Falls;Little Falls;---;LF;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5711;---;---;White;NHL? Light Red;Blue 2;NHL? Light Red;White;Blue 2;---;---;---;---;---;---;---;---;---;---;---;---;
3608;Maple Grove;Maple Grove;---;MG;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5861;---;---;White;NHL? Light Blue 2;Purple 1;NHL? Light Blue 2;White;Purple 1;---;---;---;---;---;---;---;---;---;---;---;---;
3609;Minnetonka;Minnetonka;---;MIN;United States;HS-MN;---;HS-MN;1998;0;0;37500;1000;400;5676;---;---;White;NHL? Dark Grey;Purple 2;NHL? Dark Grey;White;Purple 2;---;---;---;---;---;---;---;---;---;---;---;---;
3610;Rochester Lourdes;Rochester Lourdes;---;RL;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5937;---;---;White;NHL? Islanders Orange;Purple 3;NHL? Islanders Orange;White;Purple 3;---;---;---;---;---;---;---;---;---;---;---;---;
3611;St. Thomas Academy;St. Thomas;---;STA;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5948;---;---;White;NHL? Rangers Blue;Pink;NHL? Rangers Blue;White;Pink;---;---;---;---;---;---;---;---;---;---;---;---;
3612;Stillwater;Stillwater;---;STI;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5674;---;---;White;NHL? Light Brown 2;Gold;NHL? Light Brown 2;White;Gold;---;---;---;---;---;---;---;---;---;---;---;---;
3613;Totino-Grace;Totino-Grace;---;T-G;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5827;---;---;White;NHL? Flyers Orange;Black;NHL? Flyers Orange;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3614;Wayzata;Wayzata;---;WAY;United States;HS-MN;---;HS-MN;2000;0;0;37500;1000;400;5720;---;---;White;NHL? Phoenix Red;Grey 3;NHL? Phoenix Red;White;Grey 3;---;---;---;---;---;---;---;---;---;---;---;---;
3615;Woodbury;Woodbury;---;WOO;United States;HS-MN;---;HS-MN;1500;0;0;37500;562;225;5337;---;---;White;NHL? Sand;Green 3;NHL? Sand;White;Green 3;---;---;---;---;---;---;---;---;---;---;---;---;
3616;CBC;CBC;---;CBC;United States;HS-MO;---;HS-MO;1500;0;0;37500;562;225;5686;---;---;Purple 2;Black;Yellow 1;Yellow 1;Black;Purple 2;---;---;---;---;---;---;---;---;---;---;---;---;
3617;Chaminade;Chaminade;---;CHA;United States;HS-MO;---;HS-MO;1200;0;0;37500;360;144;5932;---;---;Red 2;Black;White;White;Black;Red 2;---;---;---;---;---;---;---;---;---;---;---;---;
3618;DeSmet;DeSmet;---;DES;United States;HS-MO;---;HS-MO;1200;0;0;37500;360;144;5906;---;---;Yellow 1;Maroon;White;White;Maroon;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3619;Eureka;Eureka;---;EUR;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5280;---;---;White;Black;Purple 1;Purple 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3620;Fort Zumwalt West;Fort Zumwalt West;---;FZW;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5300;---;---;Purple 1;White;Purple 1;White;Purple 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3621;Francis Howell Central;Francis Howell Central;---;FHC;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5855;---;---;White;Black;Purple 1;Black;White;Purple 1;---;---;---;---;---;---;---;---;---;---;---;---;
3622;Francis Howell North;Francis Howell North;---;FHN;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5563;---;---;Yellow 1;Black;White;White;Black;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3623;Marquette;Marquette;---;MAR;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5474;---;---;Blue 1;Black;NHL? Silver Flat;NHL? Silver Flat;Black;Blue 1;---;---;---;---;---;---;---;---;---;---;---;---;
3624;Mehlville;Mehlville;---;MEH;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5002;---;---;Green 2;Black;White;White;Green 2;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3625;Oakville;Oakville;---;OAK;United States;HS-MO;---;HS-MO;1200;0;0;37500;360;144;5426;---;---;Yellow 2;Black;White;Black;White;Yellow 2;---;---;---;---;---;---;---;---;---;---;---;---;
3626;SLUH;SLUH;---;SLUH;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5608;---;---;Blue 4;White;Blue 4;White;Blue 4;White;---;---;---;---;---;---;---;---;---;---;---;---;
3627;Vianney;Vianney;---;VIA;United States;HS-MO;---;HS-MO;1000;0;0;37500;250;100;5035;---;---;Black;Yellow 2;White;White;Yellow 2;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3628;Berwick Academy;Berwick;---;BER;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5368;---;---;White;Black;Red 1;Red 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3629;Brewster Academy;Brewster;---;BRE;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5994;---;---;White;Black;Orange 1;Orange 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3630;Brooks School;Brooks;---;BRO;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5369;---;---;Grey 1;Black;Red 3;Red 3;Black;Grey 1;---;---;---;---;---;---;---;---;---;---;---;---;
3631;Dexter School;Dexter;---;DEX;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5951;---;---;Black;Red 2;White;Red 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3632;Groton School;Groton;---;GRO;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5986;---;---;White;Black;Green 1;Green 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3633;Hamden Hall Country Day School;Hamden Hall;---;HAM;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5337;---;---;White;Black;NHL? Logo Orange;NHL? Logo Orange;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3634;Harvey School;Harvey;---;HAR;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5639;---;---;White;Black;Blue 5;Blue 5;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3635;Hoosac School;Hoosac;---;HOO;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5045;---;---;White;Black;Green Ducks;Green Ducks;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3636;Kent's Hill School;Kent's Hill;---;KHS;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5283;---;---;White;Black;Maroon;Maroon;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3637;King & Low-Heywood Thomas School;King & Low-Heywood Thomas;---;KLH;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5644;---;---;White;Black;Olive;Olive;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3638;Kingswood-Oxford School;Kingswood-Oxford;---;KOS;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5511;---;---;White;Black;Brown 1;Brown 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3639;Middlesex School;Middlesex;---;MS;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5232;---;---;White;Black;Gold;Gold;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3640;New Hampton School;New Hampton;---;NHS;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5188;---;---;White;Black;NHL? Steel;NHL? Steel;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3641;North Yarmouth Academy;North Yarmouth;---;NYA;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5110;---;---;White;Black;Purple 3;Purple 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3642;Pingree School;Pingree;---;PIN;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5445;---;---;White;Black;Cyan 1;Cyan 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3643;Portsmouth Abbey School;Portsmouth Abbey;---;PAS;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5524;---;---;White;Black;Yellow 3;Yellow 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3644;Rivers School;Rivers;---;RIV;United States;NEPSIHA;---;NEPSIHA;1500;0;0;37500;562;225;5619;---;---;NHL? Red 2;Black;White;NHL? Red 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3645;Roxbury Latin School;Roxbury Latin;---;RLS;United States;NEPSIHA;---;NEPSIHA;1000;0;0;37500;250;100;5951;---;---;White;Black;NHL? Sand;NHL? Sand;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3646;Rye Country Day School;Rye Country Day;---;RCD;United States;NEPSIHA;---;NEPSIHA;1000;0;0;37500;250;100;5216;---;---;White;Black;NHL? Islanders Orange;NHL? Islanders Orange;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3647;St. Mark's School;St. Mark's;---;SMS;United States;NEPSIHA;---;NEPSIHA;1000;0;0;37500;250;100;5730;---;---;White;Black;NHL? Phoenix Red;NHL? Phoenix Red;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3648;St. Thomas More School;St. Thomas More;---;STM;United States;NEPSIHA;---;NEPSIHA;1000;0;0;37500;250;100;5750;---;---;Yellow 1;Black;Brown 1;Brown 1;Black;Yellow 1;---;---;---;---;---;---;---;---;---;---;---;---;
3649;Vermont Academy;Vermont;---;VA;United States;NEPSIHA;---;NEPSIHA;1000;0;0;37500;250;100;5133;---;---;White;Black;Cyan 2;Cyan 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3650;Brick Township;Brick Township;---;BT;United States;HS-NJ;---;HS-NJ;1000;0;0;37500;250;100;5580;---;---;White;Black;Purple 1;Purple 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3651;Chatham;Chatham;---;CHA;United States;HS-NJ;---;HS-NJ;1000;0;0;37500;250;100;5651;---;---;White;Red 1;Black;Black;Red 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3652;Christian Brothers Academy;Christian Brothers;---;CBA;United States;HS-NJ;---;HS-NJ;1000;0;0;37500;250;100;5046;---;---;White;Black;White;Black;White;Black;---;---;---;---;---;---;---;---;---;---;---;---;
3653;Delbarton;Delbarton;---;DEL;United States;HS-NJ;---;HS-NJ;2000;0;0;37500;1000;400;5793;---;---;Grey 1;White;Green 2;Green 2;White;Grey 1;---;---;---;---;---;---;---;---;---;---;---;---;
3654;Don Bosco Prep;Don Bosco;---;DB;United States;HS-NJ;---;HS-NJ;1500;0;0;37500;562;225;5772;---;---;White;Black;Brown 2;Brown 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3655;Morris Knolls;Morris Knolls;---;MK;United States;HS-NJ;---;HS-NJ;1000;0;0;37500;250;100;5586;---;---;Orange 1;Black;Green 1;Green 1;Black;Orange 1;---;---;---;---;---;---;---;---;---;---;---;---;
3656;Pingry;Pingry;---;PIN;United States;HS-NJ;---;HS-NJ;1500;0;0;37500;562;225;5446;---;---;White;Grey 2;Black;Black;Grey 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3657;Randolph;Randolph;---;RAN;United States;HS-NJ;---;HS-NJ;1500;0;0;37500;562;225;5529;---;---;White;Red 2;Black;Black;Red 2;White;---;---;---;---;---;---;---;---;---;---;---;---;
3658;Red Bank Catholic;Red Bank Catholic;---;RBC;United States;HS-NJ;---;HS-NJ;1000;0;0;37500;250;100;5141;---;---;White;Black;Yellow 2;Yellow 2;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3659;St. Augustine Prep;St. Augustine;---;SAP;United States;HS-NJ;---;HS-NJ;1496;0;0;37500;562;225;5024;---;---;White;Orange 1;Black;Black;Orange 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3660;Cazenovia;Cazenovia;---;CAZ;United States;HS-NY;---;HS-NY;1500;0;0;37500;562;225;5377;---;---;White;Black;Black;Black;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3661;Fairport;Fairport;---;FAI;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5124;---;---;White;Black;Red 3;Red 3;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3662;Gates Chili;Gates Chili;---;GC;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5524;---;---;White;Green 1;Black;Black;Green 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
3663;Kenmore East;Kenmore East;---;KE;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5452;---;---;White;Black;Blue 1;Blue 1;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3664;McQuaid;McQuaid;---;MCQ;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5250;---;---;White;Black;Purple 4;Purple 4;Black;White;---;---;---;---;---;---;---;---;---;---;---;---;
3665;New Hartford;New Hartford;---;NH;United States;HS-NY;---;HS-NY;1000;0;0;37500;250;100;5615;---;---;White;Brown 1;Black;Black;Brown 1;White;---;---;---;---;---;---;---;---;---;---;---;---;
